"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"datenpunkt/55_Great_Suffolk_Street_London__001__Reused_steel_intended","has_datenqualitaet","datenqualitaet/Belegt","Reused steel intended | 20.35 | Projekt-/ASBP-Daten | Neuer externer Kern | ASBP, NLA | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__002__Gesamtstahlwerk_am_Kern","has_datenqualitaet","datenqualitaet/Belegt","Gesamtstahlwerk am Kern | 20.98 | Projekt-/ASBP-Daten | Neuer externer Kern | ASBP | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__003__Anteil_reused_steel_am_Kernstahl","has_datenqualitaet","datenqualitaet/Belegt","Anteil reused steel am Kernstahl | 97 | 20.35/20.98 t | Neuer externer Kern | ASBP | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__004__Stahl_aus_donor_site_1_Broadgate","has_datenqualitaet","datenqualitaet/Belegt","Stahl aus donor site 1 Broadgate | 8.3 | Projekt-/ASBP-Daten | Anteil reused steel | ASBP | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__005__Reclaimed_stock_Cleveland","has_datenqualitaet","datenqualitaet/Belegt","Reclaimed stock Cleveland | 11.1 | Projekt-/ASBP-Daten | Anteil reused steel | ASBP | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__006__Gesamtstahlkauf_Fabrix","has_datenqualitaet","datenqualitaet/Belegt","Gesamtstahlkauf Fabrix | 139 | Urban-mining purchase | mehrere Fabrix-Projekte | NLA, Architects’ Journal | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__007__CO_Einsparung_Stahlreuse","has_datenqualitaet","datenqualitaet/Geschaetzt","CO₂-Einsparung Stahlreuse | ca. 50 | Vergleich zu A1-A3 2.5 kgCO₂e/kg steel | Stahl des externen Kerns | ASBP, NLA | teilweise belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__007__CO_Einsparung_Stahlreuse","has_datenqualitaet","datenqualitaet/Belegt","CO₂-Einsparung Stahlreuse | ca. 50 | Vergleich zu A1-A3 2.5 kgCO₂e/kg steel | Stahl des externen Kerns | ASBP, NLA | teilweise belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__008__Upfront_embodied_carbon","has_datenqualitaet","datenqualitaet/Belegt","Upfront embodied carbon | 386 | embodied-carbon assessment | A1-A5 | ASBP, NLA | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__009__Fr_here_RIBA_Stage_2_Sch_tzung","has_datenqualitaet","datenqualitaet/Belegt","Frühere RIBA Stage 2 Schätzung | 406 | embodied-carbon estimation | A1-A5 | UKGBC | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__010__Reduktion_gg_LETI_2020_target","has_datenqualitaet","datenqualitaet/Belegt","Reduktion ggü. LETI 2020 target | 36 | Vergleich zu 600 kgCO₂e/m² | A1-A5 | ASBP, NLA | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__011__Fl_che","has_datenqualitaet","datenqualitaet/Belegt","Fläche | 1412 | Projektdaten | Gebäude/Projekt | ASBP, NLA | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__012__Workspace_Fl_che","has_datenqualitaet","datenqualitaet/Widerspruechlich","Workspace-Fläche | 10,000 / 15,000 | Quellenkonflikt | Projekt | NLA / ASBP | teilweise belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/55_Great_Suffolk_Street_London__012__Workspace_Fl_che","has_datenqualitaet","datenqualitaet/Belegt","Workspace-Fläche | 10,000 / 15,000 | Quellenkonflikt | Projekt | NLA / ASBP | teilweise belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__001__Fl_che","has_datenqualitaet","datenqualitaet/Belegt","Fläche | 250 | Projektangabe urselmann/AWM | Büroetage | S2, S4 | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__002__Fl_che","has_datenqualitaet","datenqualitaet/Belegt","Fläche | 200 | Drittportfolio | Büroetage | S1 | teilweise belegt / Konflikt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__003__wiedergewonnene_Materialien","has_datenqualitaet","datenqualitaet/Belegt","wiedergewonnene Materialien | 6,9 | Concular zirkuläre Ökobilanzierung | Bauprojekt Büroetage | S1, S3 | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__003__wiedergewonnene_Materialien","uses_software_digitaltool","software_digitaltool/Concular_Plattform","wiedergewonnene Materialien | 6,9 | Concular zirkuläre Ökobilanzierung | S1, S3","rule_high","label_50q_uses_software_datenpunkt_method",""
"datenpunkt/AWM_Muenster_Circular_Office__004__Abfallvermeidung","has_datenqualitaet","datenqualitaet/Belegt","Abfallvermeidung | 6,9 | Concular | Büroetage | S1, S3 | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__004__Abfallvermeidung","uses_software_digitaltool","software_digitaltool/Concular_Plattform","Abfallvermeidung | 6,9 | Concular | S1, S3","rule_high","label_50q_uses_software_datenpunkt_method",""
"datenpunkt/AWM_Muenster_Circular_Office__005__CO_Einsparung","has_datenqualitaet","datenqualitaet/Belegt","CO₂-Einsparung | 13,32 | zirkuläre Ökobilanzierung | gegenüber konventioneller Bauweise | S1–S3 | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__006__CO_Reduktion","has_datenqualitaet","datenqualitaet/Belegt","CO₂-Reduktion | 82 | zirkuläre Ökobilanzierung | gegenüber konventioneller Bauweise | S1–S3, S5 | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__007__Wassereinsparung","has_datenqualitaet","datenqualitaet/Belegt","Wassereinsparung | 32 | AWM-Angabe | gegenüber konventioneller Bauweise | S5 | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__008__c2c_inspiriert_oder_ReUse","has_datenqualitaet","datenqualitaet/Belegt","c2c-inspiriert oder ReUse | 95,6 | Concular/urselmann | alle Produkte im Ausbau | S1–S3 | belegt, nicht Direct-Reuse-Anteil","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__008__c2c_inspiriert_oder_ReUse","uses_software_digitaltool","software_digitaltool/Concular_Plattform","c2c-inspiriert oder ReUse | 95,6 | Concular/urselmann | S1–S3","rule_high","label_50q_uses_software_datenpunkt_method",""
"datenpunkt/AWM_Muenster_Circular_Office__009__CO_Einsparung_Glastrennw_nde","has_datenqualitaet","datenqualitaet/Belegt","CO₂-Einsparung Glastrennwände | 4,39 | AWM Materialseite | Glastrennwände | S4 | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__010__CO_Einsparung_Hanfkalk","has_datenqualitaet","datenqualitaet/Belegt","CO₂-Einsparung Hanfkalk | 1,7 | AWM Materialseite | Vergleich zu Kalksandstein | S4 | belegt, nicht Reuse","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__011__alte_Holzst_hle_f_r_Wandverkleidung","has_datenqualitaet","datenqualitaet/Belegt","alte Holzstühle für Wandverkleidung | >500 / 550 | AWM / Drittportfolio | Wandverkleidung | S1, S4 | teilweise belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/AWM_Muenster_Circular_Office__012__Kostenwirkung","has_datenqualitaet","datenqualitaet/Belegt","Kostenwirkung | vergleichbare Kosten | AWM-Zitat | Gesamtprojekt | S5 | teilweise belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Groeditz__001__Fertigteile_aus_Dresden_Typ_Schule","has_datenqualitaet","datenqualitaet/Belegt","Fertigteile aus Dresden-Typ-Schule | 279 | PRECS-Fallstudienliste | Empfängergebäude | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Groeditz__002__WBS70_Paneele_aus_weiterem_Geb_ude","has_datenqualitaet","datenqualitaet/Belegt","WBS70-Paneele aus weiterem Gebäude | 159 | PRECS-Fallstudienliste | Empfängergebäude | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Groeditz__003__dokumentierte_Fertigteile_gesamt","has_datenqualitaet","datenqualitaet/Belegt","dokumentierte Fertigteile gesamt | 438 | Addition aus [S1] | Empfängergebäude | [S1] | teilweise belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Groeditz__004__Transportdistanz","has_datenqualitaet","datenqualitaet/Geschaetzt","Transportdistanz | ca. 2,5 | PRECS-Fallstudienliste | Spender- zu Empfängerstandort | [S1] | belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Groeditz__004__Transportdistanz","has_datenqualitaet","datenqualitaet/Belegt","Transportdistanz | ca. 2,5 | PRECS-Fallstudienliste | Spender- zu Empfängerstandort | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Groeditz__005__Jahr_Fallstudienstart","has_datenqualitaet","datenqualitaet/Belegt","Jahr/Fallstudienstart | 2007 | PRECS-Fallstudienliste | Projekt | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Plauen__001__wiederverwendete_Fertigteile_gesamt","has_datenqualitaet","datenqualitaet/Belegt","wiederverwendete Fertigteile gesamt | 189 | PRECS-Fallstudienliste | Empfängergebäude | [S1], [S3] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Plauen__002__Decken_Bodenplatten","has_datenqualitaet","datenqualitaet/Belegt","Decken-/Bodenplatten | 145 | PRECS-Fallstudienliste | Bauteile | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Plauen__003__Au_enw_nde","has_datenqualitaet","datenqualitaet/Belegt","Außenwände | 19 | PRECS-Fallstudienliste | Bauteile | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Plauen__004__Innenw_nde","has_datenqualitaet","datenqualitaet/Belegt","Innenwände | 14 | PRECS-Fallstudienliste | Bauteile | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Plauen__005__Kellerw_nde","has_datenqualitaet","datenqualitaet/Belegt","Kellerwände | 11 | PRECS-Fallstudienliste | Bauteile | [S1] | belegt","rule_high","label_50q_has_datenqualitaet_datenpunkt",""
"datenpunkt/Association_house_Plauen__006__Transportdistanz","has_datenqualitaet","datenqualitaet/Geschaetzt","Transportdistanz | ca. 7 | PRECS-Fallstudienliste | Spender- zu Empfängerstandort | [S1] | belegt","rule_medium","label_50q_has_datenqualitaet_datenpunkt",""
