"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_wirtschaft","wirtschaft/Preisbildung","Marktliquidität","rule_medium","label_50l_has_wirtschaft_component_label",""
"reuse_einsatz/Ferme_du_Rail_Paris__002__Holzfensterrahmen","has_wirtschaft","wirtschaft/Kostenvergleich","hoher Arbeitsaufwand","rule_medium","label_50l_has_wirtschaft_component_label",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","has_wirtschaft","wirtschaft/Preisbildung","Timing, Marktliquidität, Zertifizierung","rule_medium","label_50l_has_wirtschaft_component_label",""
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_wirtschaft","wirtschaft/Geschaeftsmodell","Beschaffungsmodell: Direkter Ankauf von reclaimed steel durch Fabrix aus donor site 1 Broadgate; Ergänzung über Cleveland Steel and Tubes als Stockholder.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_wirtschaft","wirtschaft/Preisbildung","Beschaffungsmodell: Direkter Ankauf von reclaimed steel durch Fabrix aus donor site 1 Broadgate; Ergänzung über Cleveland Steel and Tubes als Stockholder.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_wirtschaft","wirtschaft/Geschaeftsmodell","Beschaffungsmodell: Direkter Ankauf von reclaimed steel durch Fabrix aus donor site 1 Broadgate; Ergänzung über Cleveland Steel and Tubes als Stockholder.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_wirtschaft","wirtschaft/Preisbildung","Beschaffungsmodell: Direkter Ankauf von reclaimed steel durch Fabrix aus donor site 1 Broadgate; Ergänzung über Cleveland Steel and Tubes als Stockholder.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_wirtschaft","wirtschaft/Geschaeftsmodell","Beschaffungsmodell: Direkter Ankauf von reclaimed steel durch Fabrix aus donor site 1 Broadgate; Ergänzung über Cleveland Steel and Tubes als Stockholder.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_wirtschaft","wirtschaft/Kostenvergleich","Arbeitsaufwand: hoch / manuell im Erstfall; Prozesse mussten teilweise neu entwickelt werden.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_wirtschaft","wirtschaft/Kostenvergleich","Arbeitsaufwand: hoch / manuell im Erstfall; Prozesse mussten teilweise neu entwickelt werden.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_wirtschaft","wirtschaft/Kostenvergleich","Kein liquider Reuse-Stahlmarkt | wirtschaftlich/logistisch | Fehlende zentrale Register und Timing-Probleme | Reuse hängt von Donor-Receiver-Zufall ab | Bauteilbörse, Logistik, Wirtschaft | Direktdeal + Stockholder | Materialpools würden Skalierung erleichtern | ASBP, RIBA Journal","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_wirtschaft","wirtschaft/Geschaeftsmodell","Bauteilbörse / Quelle: Concular für Glastrennwände aus Behrensbau Düsseldorf; weitere Quellen: öffentliche Gebäude, Supermarkt-/Discounter-Auflösung, Schul-/Theaterstühle, AWM-Lager.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_wirtschaft","wirtschaft/Geschaeftsmodell","Bauteilbörse / Quelle: Concular für Glastrennwände aus Behrensbau Düsseldorf; weitere Quellen: öffentliche Gebäude, Supermarkt-/Discounter-Auflösung, Schul-/Theaterstühle, AWM-Lager.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__006__Sideboard_Holzeinbauten","has_wirtschaft","wirtschaft/Geschaeftsmodell","Bauteilbörse / Quelle: Concular für Glastrennwände aus Behrensbau Düsseldorf; weitere Quellen: öffentliche Gebäude, Supermarkt-/Discounter-Auflösung, Schul-/Theaterstühle, AWM-Lager.","rule_medium","table_50l_has_wirtschaft_case_economy","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_wirtschaft","wirtschaft/Kostenvergleich","Kostenwirkung: AWM nennt vergleichbare Kosten gegenüber konventioneller Bauweise; genaue Kostentabelle unbekannt.","rule_low","table_50l_has_wirtschaft_case_economy","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_wirtschaft","wirtschaft/Kostenvergleich","Kostenwirkung: AWM nennt vergleichbare Kosten gegenüber konventioneller Bauweise; genaue Kostentabelle unbekannt.","rule_low","table_50l_has_wirtschaft_case_economy","Gebäude\AWM_Muenster_Circular_Office.md"
